STATE/UT,DISTRICT,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,DACOITY,ROBBERY,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
TAMIL NADU,KANYAKUMARI,53,110,12,0,12,33,6,86,0,3,132,11,0,0,4810
TAMIL NADU,KARUR,26,18,4,0,4,48,1,30,28,4,18,25,2,0,2401
TAMIL NADU,KRISHNAGIRI,63,41,14,0,14,41,2,57,160,3,71,51,1,0,4196
TAMIL NADU,MADURAI RURAL,76,142,30,0,30,75,7,121,196,40,348,75,4,0,6358
TAMIL NADU,MADURAI URBAN,31,74,11,0,11,51,2,79,26,7,294,28,8,0,3261
TAMIL NADU,NAGAPATTINAM,56,44,10,0,10,40,2,18,59,0,18,34,36,0,4245
TAMIL NADU,NAMAKKAL,30,33,12,0,12,44,4,44,35,4,82,39,15,0,4070
TAMIL NADU,NILGIRIS,14,17,9,0,9,7,0,5,8,1,26,15,2,0,1216
TAMIL NADU,PERAMBALUR,11,15,3,0,3,31,1,13,34,0,21,22,0,0,1455
TAMIL NADU,PUDUKOTTAI,31,36,6,0,6,28,1,18,55,13,42,26,1,0,3142
TAMIL NADU,RAMNATHAPURAM,54,81,9,0,9,35,4,45,99,3,55,15,3,0,3549
TAMIL NADU,SALEM RURAL,60,40,36,0,36,75,0,26,133,0,92,87,0,0,5939
TAMIL NADU,SALEM URBAN,16,22,15,0,15,18,4,39,32,2,35,12,14,0,2329
TAMIL NADU,SIVAGANGAI,47,58,11,0,11,39,4,34,75,9,83,37,0,0,3598
TAMIL NADU,THANJAVUR,62,97,14,0,14,43,4,100,176,7,99,76,0,0,6785
TAMIL NADU,THENI,39,69,22,0,22,40,3,48,83,0,129,50,0,0,4312
TAMIL NADU,THIRUNELVELI RURAL,88,288,44,0,44,43,1,103,4,9,227,58,0,0,9024
TAMIL NADU,THIRUNELVELI URBAN,19,163,3,0,3,3,0,38,0,2,64,6,0,0,1352
TAMIL NADU,THIRUVALLUR,40,49,18,0,18,12,1,24,105,3,40,8,1,0,3579
TAMIL NADU,THIRUVANNAMALAI,52,56,21,0,21,52,2,19,148,0,78,8,0,0,4874
TAMIL NADU,THIRUVARUR,33,45,11,0,11,33,1,20,20,1,19,6,0,0,4039
TAMIL NADU,THOOTHUGUDI,85,208,26,0,26,35,3,78,0,5,92,1,0,0,5324
TAMIL NADU,TIRUPPUR,63,83,8,0,8,38,6,131,67,21,155,52,0,0,7046
TAMIL NADU,TRICHY RLY.,2,3,0,0,0,1,0,3,2,0,2,2,0,0,216
TAMIL NADU,TRICHY RURAL,44,44,14,0,14,23,0,46,34,0,22,33,0,0,4485
TAMIL NADU,TRICHY URBAN,26,22,7,0,7,13,0,56,7,0,103,9,39,0,2926
TAMIL NADU,VELLORE,76,82,24,0,24,68,6,40,9,18,71,38,0,0,7710
TAMIL NADU,VILLUPURAM,100,211,78,0,78,188,7,51,486,1,99,239,0,0,10486
TAMIL NADU,VIRUDHUNAGAR,62,97,23,0,23,32,3,51,80,35,171,23,110,0,5504
TAMIL NADU,TOTAL,1949,2954,737,0,737,1693,97,1898,3136,262,4151,1494,382,0,200474
TRIPURA,DHALAI,20,8,35,0,35,8,2,13,8,9,7,30,0,0,443
TRIPURA,GOMATI,18,8,26,0,26,14,2,5,29,5,12,34,0,0,1147
TRIPURA,GRP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10
TRIPURA,KHOWAI,12,4,10,0,10,3,0,1,13,3,9,22,0,0,423
TRIPURA,NORTH,11,10,29,0,29,10,2,4,8,7,11,48,2,0,553
TRIPURA,SIPAHIJALA,12,9,23,0,23,24,0,10,16,1,14,42,1,0,987
TRIPURA,SOUTH,15,20,30,0,30,16,1,8,23,6,12,46,0,0,774
TRIPURA,UNAKOTI,9,8,26,0,26,9,0,9,6,4,20,26,2,0,533
TRIPURA,WEST,26,12,50,0,50,30,0,10,25,12,19,66,2,0,1394
TRIPURA,TOTAL,124,79,229,0,229,114,7,60,128,47,105,314,7,0,6264
UTTAR PRADESH,AGRA,152,171,58,0,58,255,14,233,476,163,350,134,0,0,9360
UTTAR PRADESH,ALIGARH,177,150,64,0,64,263,22,121,252,115,377,101,0,0,5806
UTTAR PRADESH,ALLAHABAD,115,114,52,0,52,202,4,55,113,100,308,79,0,0,6394
UTTAR PRADESH,AMBEDKAR NAGAR,35,32,12,0,12,61,0,24,66,25,69,10,0,0,1211
UTTAR PRADESH,AURAIYA,24,29,13,0,13,87,1,19,9,30,60,27,0,0,1319
UTTAR PRADESH,AZAMGARH,73,88,19,0,19,101,1,59,182,20,131,28,0,0,2284
UTTAR PRADESH,BADAUN,108,136,24,0,24,101,3,40,6,0,49,48,0,0,2537
UTTAR PRADESH,BAGHPAT,80,93,18,0,18,74,3,46,63,42,63,26,0,0,1560
UTTAR PRADESH,BAHRAICH,41,42,27,0,27,111,1,15,69,35,141,28,0,0,2369
UTTAR PRADESH,BALLIA,45,27,12,0,12,79,8,38,102,13,70,22,0,0,1607
UTTAR PRADESH,BALRAMPUR,23,10,12,0,12,53,2,6,21,11,66,17,0,0,586
UTTAR PRADESH,BANDA,40,24,22,0,22,48,0,9,34,21,32,58,0,0,1224
UTTAR PRADESH,BARABANKI,73,51,31,0,31,120,0,16,12,43,141,39,0,0,2096
UTTAR PRADESH,BAREILLY,114,151,86,0,86,249,3,68,134,107,388,112,0,0,5228
UTTAR PRADESH,BASTI,33,19,7,0,7,55,0,12,13,20,68,17,0,0,1237
UTTAR PRADESH,BHIM NAGAR,77,96,23,0,23,91,7,43,99,24,79,30,0,0,1914
UTTAR PRADESH,BIJNOR,89,67,43,0,43,148,4,56,67,52,229,43,0,0,3108
UTTAR PRADESH,BULANDSHAHAR,140,144,46,0,46,164,6,61,97,48,213,63,2,0,3554
UTTAR PRADESH,CHANDOLI,25,14,11,0,11,32,2,13,9,24,38,23,0,0,1043
UTTAR PRADESH,CHITRAKOOT DHAM,34,10,31,0,31,27,2,7,16,14,29,35,0,0,780
UTTAR PRADESH,CSM NAGAR,35,55,26,0,26,92,1,17,51,22,37,52,0,0,1522
UTTAR PRADESH,DEORIA,35,25,18,0,18,67,2,12,48,23,120,16,0,0,1446
UTTAR PRADESH,ETAH,73,115,22,0,22,99,9,37,108,47,120,62,0,0,2468
UTTAR PRADESH,ETAWAH,59,55,9,0,9,64,3,33,14,34,80,26,0,0,1996
UTTAR PRADESH,FAIZABAD,45,41,29,0,29,133,0,33,66,45,96,32,0,0,2281
UTTAR PRADESH,FATEHGARH,68,66,14,0,14,94,4,15,30,36,80,39,0,0,1608
UTTAR PRADESH,FATEHPUR,79,33,35,0,35,106,6,17,48,48,98,65,0,0,2152
UTTAR PRADESH,FIROZABAD,100,108,32,0,32,149,3,85,138,59,146,49,0,0,3096
UTTAR PRADESH,G.R.P.,22,11,3,0,3,7,8,40,23,14,32,36,0,0,2782
UTTAR PRADESH,GAUTAMBUDH NAGAR,89,103,19,0,19,115,7,202,150,101,322,50,0,0,6687
UTTAR PRADESH,GHAZIABAD,146,111,31,0,31,220,6,106,76,111,324,60,0,0,7477
UTTAR PRADESH,GHAZIPUR,47,56,9,0,9,53,3,28,64,17,102,16,0,0,1430
UTTAR PRADESH,GONDA,39,38,23,0,23,103,0,31,111,58,254,40,0,0,2458
UTTAR PRADESH,GORAKHPUR,98,136,52,0,52,207,14,69,236,102,413,56,0,0,4577
UTTAR PRADESH,HAMIRPUR,36,27,25,0,25,40,5,17,19,22,19,37,0,0,848
UTTAR PRADESH,HARDOI,77,57,30,0,30,133,0,12,43,31,93,54,0,0,3005
UTTAR PRADESH,HATHRAS,53,52,17,0,17,71,14,43,71,26,77,39,0,0,1770
UTTAR PRADESH,J.P.NAGAR,60,36,34,0,34,58,4,52,57,22,120,31,0,0,1649
UTTAR PRADESH,JALAUN,46,32,15,0,15,57,3,16,33,22,60,32,0,0,1292
UTTAR PRADESH,JAUNPUR,50,64,15,0,15,111,1,53,49,26,75,18,0,0,1822
UTTAR PRADESH,JHANSI,65,50,19,0,19,63,2,29,73,28,67,34,0,0,2016
UTTAR PRADESH,KANNAUJ,48,36,12,0,12,75,0,8,26,30,71,36,0,0,1689
UTTAR PRADESH,KANPUR NAGAR,151,126,55,0,55,281,13,142,137,182,506,110,0,0,7018
UTTAR PRADESH,KANSHIRAM NAGAR,50,54,18,0,18,56,0,12,42,21,54,36,0,0,1123
UTTAR PRADESH,KAUSHAMBI,44,12,11,0,11,49,1,13,22,13,66,31,0,0,1302
UTTAR PRADESH,KHIRI,89,98,34,0,34,169,2,23,42,19,69,59,0,0,2917
UTTAR PRADESH,KUSHI NAGAR,36,28,30,0,30,94,1,10,101,32,83,22,0,0,1698
UTTAR PRADESH,LALITPUR,23,10,14,0,14,22,0,11,16,26,39,27,0,0,697
UTTAR PRADESH,LUCKNOW,141,99,48,0,48,304,8,63,195,411,952,110,2,0,11083
UTTAR PRADESH,MAHARAJGANJ,30,21,34,0,34,95,9,10,85,26,157,14,0,0,1524
UTTAR PRADESH,MAHOBA,29,16,16,0,16,43,0,12,24,19,34,48,0,0,791
UTTAR PRADESH,MAINPURI,81,84,15,0,15,117,7,56,78,28,72,51,0,0,2400
UTTAR PRADESH,MATHURA,101,121,41,0,41,124,12,73,143,78,224,75,0,0,4438
UTTAR PRADESH,MAU,23,61,9,0,9,81,1,27,105,35,142,31,0,0,1535
UTTAR PRADESH,MEERUT,202,246,54,0,54,231,16,264,284,108,443,129,0,0,7984
UTTAR PRADESH,MIRZAPUR,27,3,4,0,4,6,1,3,0,13,57,3,0,0,775
UTTAR PRADESH,MORADABAD,90,84,36,0,36,140,14,95,97,42,153,72,3,0,3652
UTTAR PRADESH,MUZAFFARNAGAR,126,134,27,0,27,177,5,62,94,63,183,38,0,0,3715
UTTAR PRADESH,PANCHSHIL NAGAR,56,68,15,0,15,51,1,38,49,31,86,22,0,0,1765
UTTAR PRADESH,PILIBHIT,47,21,10,0,10,62,7,7,6,38,135,15,0,0,2296
UTTAR PRADESH,PRABUDDH NAGAR,55,58,7,0,7,62,1,41,56,11,46,14,0,0,1268
UTTAR PRADESH,PRATAPGARH,57,81,36,0,36,109,2,43,151,63,104,53,0,0,2354
UTTAR PRADESH,RAIBAREILLY,37,39,36,0,36,91,1,14,45,50,60,46,0,0,1774
UTTAR PRADESH,RAMABAI NAGAR,44,14,18,0,18,74,1,11,25,48,86,32,0,0,2013
UTTAR PRADESH,RAMPUR,51,66,26,0,26,95,5,48,60,65,146,32,0,0,2105
UTTAR PRADESH,SAHARANPUR,70,78,18,0,18,91,1,34,68,27,245,17,1,0,3254
UTTAR PRADESH,SANT KABIRNAGAR,16,17,18,0,18,49,0,9,17,19,37,5,0,0,736
UTTAR PRADESH,SHAHJAHANPUR,77,80,27,0,27,120,3,17,29,41,111,48,0,0,2632
UTTAR PRADESH,SHRAWASTI,24,10,22,0,22,40,18,5,7,5,21,20,0,0,553
UTTAR PRADESH,SIDHARTHNAGAR,27,5,22,0,22,47,2,3,15,12,23,13,0,0,707
UTTAR PRADESH,SITAPUR,96,81,49,0,49,224,3,32,69,51,96,94,0,0,3360
UTTAR PRADESH,SONBHADRA,25,13,21,0,21,28,1,8,2,19,40,18,0,0,901
UTTAR PRADESH,ST.RAVIDASNAGAR,10,20,4,0,4,18,0,2,6,15,36,6,0,0,466
UTTAR PRADESH,SULTANPUR,44,80,26,0,26,63,7,33,90,17,48,29,0,0,1821
UTTAR PRADESH,UNNAO,60,46,41,0,41,174,1,14,46,47,111,81,0,0,2683
UTTAR PRADESH,VARANASI,59,62,21,0,21,85,0,28,96,132,341,26,0,0,3465
UTTAR PRADESH,TOTAL,4966,4811,1963,0,1963,7910,322,3159,5676,3638,10713,3247,8,0,198093
UTTARAKHAND,ALMORA,4,6,5,0,5,0,0,4,3,3,6,5,5,0,150
UTTARAKHAND,BAGESHWAR,3,2,8,0,8,1,0,0,3,0,5,5,0,0,74
UTTARAKHAND,CHAMOLI,1,3,2,0,2,2,0,0,3,3,5,4,0,0,74
UTTARAKHAND,CHAMPAWAT,2,1,3,0,3,0,0,1,2,0,6,4,0,0,85
UTTARAKHAND,DEHRADUN,37,29,30,0,30,41,4,19,86,32,185,24,34,0,2189
UTTARAKHAND,HARIDWAR,74,54,47,0,47,73,11,67,115,48,142,38,17,0,2613
UTTARAKHAND,NAINITAL,17,12,16,0,16,29,2,12,33,8,26,11,9,0,740
UTTARAKHAND,PAURI GARHWAL,9,2,2,0,2,10,0,3,19,9,18,1,3,0,256
UTTARAKHAND,PITHORAGARH,9,0,1,0,1,1,0,0,4,2,4,2,1,0,103
UTTARAKHAND,RUDRA PRAYAG,3,0,2,0,2,3,0,4,5,1,14,5,4,0,111
UTTARAKHAND,TEHRI GARHWAL,5,2,1,0,1,3,0,3,5,1,7,1,0,0,101
UTTARAKHAND,UDHAMSINGH NAGAR,52,50,30,0,30,91,12,31,87,30,109,38,0,0,2314
UTTARAKHAND,UTTARKASHI,1,0,1,0,1,2,0,0,4,0,2,1,0,0,72
UTTARAKHAND,TOTAL,217,161,148,0,148,256,29,144,369,137,529,139,73,0,8882
WEST BENGAL,24 PARGANAS NORTH,140,108,118,0,118,338,34,61,680,94,141,196,1,3,11765
WEST BENGAL,24 PARGANAS SOUTH,224,8,244,0,244,419,34,35,1976,4,250,83,0,0,14370
WEST BENGAL,ASANSOL,60,25,36,0,36,49,15,75,212,20,15,31,4,0,3897
WEST BENGAL,BANKURA,61,37,35,0,35,80,11,26,219,31,66,90,3,0,2758
WEST BENGAL,BDN CP,15,35,13,0,13,0,3,17,32,15,186,58,8,0,3446
WEST BENGAL,BIRBHUM,113,186,49,0,49,62,10,42,248,17,74,87,0,0,3083
WEST BENGAL,BKP CP,89,49,36,0,36,201,16,48,125,49,224,88,2,0,6608
WEST BENGAL,BURDWAN,91,167,58,0,58,65,6,41,349,32,202,145,0,0,4674
WEST BENGAL,COOCHBEHAR,48,94,92,0,92,169,3,9,69,23,86,117,8,0,3491
WEST BENGAL,DAKSHIN DINAJPUR,53,238,66,0,66,107,1,3,15,36,63,83,3,0,2725
WEST BENGAL,DARJEELING,27,17,10,0,10,39,6,6,2,20,15,52,4,0,1574
WEST BENGAL,HOOGHLY,132,37,68,0,68,145,10,26,531,34,284,86,5,0,6434
WEST BENGAL,HOWRAH,67,32,56,0,56,120,14,36,203,67,125,99,31,0,5059
WEST BENGAL,HOWRAH CITY,39,3,28,0,28,135,3,35,85,65,214,199,71,0,5675
WEST BENGAL,HOWRAH G.R.P.,16,9,2,0,2,2,2,3,3,2,15,4,0,0,499
WEST BENGAL,JALPAIGURI,117,156,163,0,163,279,5,36,42,54,104,179,0,0,7861
WEST BENGAL,JHARGRAM,30,23,21,0,21,21,10,19,52,3,17,28,0,0,711
WEST BENGAL,KHARAGPUR G.R.P.,6,0,2,0,2,4,0,3,0,0,0,3,1,0,199
WEST BENGAL,KOLKATA,85,154,68,0,68,210,8,44,397,428,2100,486,377,9,25370
WEST BENGAL,MALDA,118,322,158,0,158,189,2,15,59,10,112,177,0,0,5634
WEST BENGAL,MURSHIDABAD,174,395,257,0,257,464,9,42,190,92,157,609,6,0,12713
WEST BENGAL,NADIA,146,357,174,0,174,374,29,34,128,132,338,56,11,0,11919
WEST BENGAL,PASCHIM MIDNAPUR,88,86,64,0,64,115,13,37,416,59,64,99,1,0,5000
WEST BENGAL,PURAB MIDNAPUR,82,5,65,0,65,170,10,28,403,23,135,19,0,0,4981
WEST BENGAL,PURULIA,66,12,50,0,50,34,8,26,100,8,40,64,0,0,1841
WEST BENGAL,SEALDAH G.R.P.,19,9,0,0,0,5,0,10,13,2,14,14,2,0,657
WEST BENGAL,SILIGURI G.R.P.,4,1,0,0,0,3,1,1,2,0,0,8,1,0,248
WEST BENGAL,SILIGURI_PC,32,6,21,0,21,111,3,29,9,53,195,35,12,0,3023
WEST BENGAL,UTTAR DINAJPUR,110,283,92,0,92,258,13,29,51,18,64,150,5,0,5212
WEST BENGAL,TOTAL,2252,2854,2046,0,2046,4168,279,816,6611,1391,5300,3345,556,12,161427
A & N ISLANDS,CAR,2,0,0,0,0,1,1,0,0,0,2,1,0,0,24
A & N ISLANDS,NORTH,5,0,4,0,4,0,0,1,0,0,3,2,1,0,115
A & N ISLANDS,SOUTH,8,3,8,0,8,6,4,1,8,5,26,14,3,0,544
A & N ISLANDS,TOTAL,15,3,12,0,12,7,5,2,8,5,31,17,4,0,683
CHANDIGARH,CHANDIGARH,21,44,27,0,27,66,3,63,49,34,234,45,25,0,3606
CHANDIGARH,TOTAL,21,44,27,0,27,66,3,63,49,34,234,45,25,0,3606
D & N HAVELI,D and N HAVELI,7,2,3,0,3,9,2,2,11,10,4,2,0,0,318
D & N HAVELI,TOTAL,7,2,3,0,3,9,2,2,11,10,4,2,0,0,318
DAMAN & DIU,DAMAN,3,4,5,0,5,0,1,3,6,6,7,0,0,0,202
DAMAN & DIU,DIU,0,1,0,0,0,0,0,0,3,0,1,0,0,0,37
DAMAN & DIU,TOTAL,3,5,5,0,5,0,1,3,9,6,8,0,0,0,239
DELHI UT,CAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
DELHI UT,CENTRAL,35,25,31,0,31,95,2,47,6,39,189,47,12,0,2973
DELHI UT,CRIME BRANCH,1,2,1,0,1,1,0,0,0,0,61,0,0,0,90
DELHI UT,DELHI UT TOTAL,521,439,706,0,706,2160,28,608,79,341,2491,727,208,0,54287
DELHI UT,EAST,48,53,90,0,90,251,4,57,14,33,211,96,26,0,7423
DELHI UT,EOW,0,0,0,0,0,0,0,0,0,2,120,0,0,0,124
DELHI UT,GRP(RLY),13,0,4,0,4,12,0,12,4,9,11,12,6,0,837
DELHI UT,IGI AIRPORT,1,0,0,0,0,0,0,1,0,1,247,6,0,0,382
DELHI UT,NEW DELHI,9,6,5,0,5,13,0,9,12,14,132,29,7,0,1057
DELHI UT,NORTH,25,17,14,0,14,84,0,45,5,37,127,29,10,0,2700
DELHI UT,NORTH-EAST,49,65,78,0,78,263,4,58,5,12,136,69,9,0,5903
DELHI UT,NORTH-WEST,60,37,64,0,64,184,6,65,0,19,168,19,14,0,4542
DELHI UT,OUTER,96,60,67,0,67,317,6,91,7,34,233,79,18,0,6344
DELHI UT,SOUTH,39,19,70,0,70,134,2,52,3,33,256,59,36,0,5045
DELHI UT,SOUTH-EAST,46,69,116,0,116,306,2,72,12,45,207,160,43,0,7040
DELHI UT,SOUTH-WEST,47,48,87,0,87,244,0,47,6,27,189,69,21,0,4085
DELHI UT,STF,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6
DELHI UT,WEST,52,37,79,0,79,256,2,52,5,36,202,53,6,0,5558
LAKSHADWEEP,LAKSHADWEEP,0,0,0,0,0,0,0,0,10,0,0,1,0,0,60
LAKSHADWEEP,TOTAL,0,0,0,0,0,0,0,0,10,0,0,1,0,0,60
PUDUCHERRY,KARAIKAL,5,6,6,0,6,2,0,3,17,1,15,2,0,0,787
PUDUCHERRY,PUDUCHERRY,24,21,7,0,7,14,5,13,109,8,75,7,2,0,3494
PUDUCHERRY,TOTAL,29,27,13,0,13,16,5,16,126,9,90,9,2,0,4281
Andhra Pradesh,ADILABAD,96,72,61,0,61,47,2,14,58,93,254,197,138,0,6381
Andhra Pradesh,ANANTAPUR,156,149,28,0,28,84,5,23,56,5,160,337,43,0,6913
Andhra Pradesh,CHITTOOR,72,61,31,0,31,27,3,11,57,17,238,119,84,0,5610
Andhra Pradesh,CUDDAPAH,93,107,19,0,19,50,2,9,156,81,317,318,163,0,7048
Andhra Pradesh,CYBERABAD,162,123,138,0,138,129,15,89,34,179,2111,350,338,0,19992
Andhra Pradesh,EAST GODAVARI,68,71,74,0,74,33,3,15,50,86,222,352,222,0,6779
Andhra Pradesh,GUNTAKAL RLY.,2,0,0,0,0,0,0,0,0,0,3,3,2,0,301
Andhra Pradesh,GUNTUR,110,87,38,0,38,54,4,21,41,41,305,296,135,0,7026
Andhra Pradesh,GUNTUR URBAN,44,51,28,0,28,34,2,26,11,15,372,124,93,0,4878
Andhra Pradesh,HYDERABAD CITY,120,145,101,0,101,52,6,47,118,75,2382,225,90,0,16355
Andhra Pradesh,KARIMNAGAR,101,89,57,0,57,103,3,20,96,120,706,354,276,0,8836
Andhra Pradesh,KHAMMAM,103,99,100,0,100,104,6,16,135,52,636,254,297,0,10607
Andhra Pradesh,KRISHNA,56,46,58,0,58,37,0,18,15,31,203,387,274,0,6876
Andhra Pradesh,KURNOOL,127,175,26,0,26,50,12,27,128,16,506,374,199,0,7595
Andhra Pradesh,MAHABOOBNAGAR,191,69,117,0,117,63,8,18,130,52,269,219,98,0,8092
Andhra Pradesh,MEDAK,128,77,64,0,64,38,3,14,45,25,358,169,73,0,7054
Andhra Pradesh,NALGONDA,98,100,77,0,77,110,13,27,231,91,499,367,313,0,10291
Andhra Pradesh,NELLORE,99,110,26,0,26,81,4,41,29,129,223,263,221,0,7326
Andhra Pradesh,NIZAMABAD,117,56,49,0,49,33,5,18,84,41,373,142,295,0,7662
Andhra Pradesh,PRAKASHAM,77,101,39,0,39,57,7,30,93,81,294,298,26,0,6399
Andhra Pradesh,RAJAHMUNDRY,14,15,14,0,14,4,1,18,12,22,48,67,68,0,2251
Andhra Pradesh,RANGA REDDY,80,47,37,0,37,25,1,13,18,9,94,69,23,0,2191
Andhra Pradesh,SECUNDERABAD RLY.,7,2,0,0,0,2,0,1,0,1,11,11,0,0,849
Andhra Pradesh,SRIKAKULAM,35,49,42,0,42,23,1,11,22,15,153,207,129,0,4841
Andhra Pradesh,TIRUPATHI URBAN,26,21,10,0,10,15,0,15,22,3,197,45,31,0,2821
Andhra Pradesh,VIJAYAWADA CITY,29,55,48,0,48,45,2,66,6,124,459,249,456,0,8978
Andhra Pradesh,VIJAYAWADA RLY.,6,2,1,0,1,1,3,9,1,1,3,6,5,0,773
Andhra Pradesh,VISAKHA RURAL,46,41,32,0,32,23,1,5,46,6,113,139,79,0,3238
Andhra Pradesh,VISAKHAPATNAM,30,50,67,0,67,50,5,26,9,64,336,149,100,0,6775
Andhra Pradesh,VIZIANAGARAM,30,38,42,0,42,25,1,7,30,18,124,165,95,0,4918
Andhra Pradesh,WARANGAL,52,54,52,0,52,63,1,17,140,3,237,206,10,0,5421
Andhra Pradesh,WARANGAL URBAN,24,20,36,0,36,47,1,18,51,2,363,127,81,0,4440
Andhra Pradesh,WEST GODAVARI,85,67,123,0,123,86,5,19,20,57,446,342,245,0,8498
Andhra Pradesh,ZZ TOTAL,2484,2249,1635,0,1635,1595,125,709,1944,1555,13015,6930,4702,0,218015
Arunachal Pradesh,ANJAW,2,0,0,0,0,0,0,1,0,0,1,0,0,0,28
Arunachal Pradesh,CHANGLANG,4,2,5,0,5,5,3,9,4,3,5,2,0,0,189
Arunachal Pradesh,DIBANG VALLEY,2,4,0,0,0,1,0,5,1,1,1,2,0,0,91
Arunachal Pradesh,K/KUMEY,2,2,0,0,0,1,0,0,2,2,1,1,0,0,41
Arunachal Pradesh,KAMENG EAST,5,4,2,0,2,12,3,0,2,0,3,6,0,0,169
Arunachal Pradesh,KAMENG WEST,8,0,2,0,2,0,2,2,1,2,1,0,0,0,164
Arunachal Pradesh,LOHIT,12,4,10,0,10,22,3,9,7,1,2,10,0,0,330
Arunachal Pradesh,LONGDING,2,1,1,0,1,2,0,0,0,0,1,2,0,0,78
Arunachal Pradesh,PAPUM PARE,5,4,18,0,18,22,3,14,3,9,35,24,1,0,600
Arunachal Pradesh,RURAL,1,3,3,0,3,5,1,4,2,0,3,5,0,0,109
Arunachal Pradesh,SIANG EAST,6,0,10,0,10,2,1,7,2,0,5,6,0,0,217
Arunachal Pradesh,SIANG UPPER,3,1,0,0,0,2,0,2,0,2,1,4,0,0,69
Arunachal Pradesh,SIANG WEST,4,4,7,0,7,6,3,10,8,2,5,9,2,0,263
Arunachal Pradesh,SUBANSIRI LOWER,4,1,5,0,5,0,1,3,2,0,4,3,0,0,109
Arunachal Pradesh,SUBANSIRI UPPER,6,0,10,0,10,2,3,2,1,2,1,8,0,0,164
Arunachal Pradesh,TAWANG,0,0,2,0,2,1,0,0,0,0,1,6,0,0,47
Arunachal Pradesh,TIRAP,2,5,0,0,0,2,1,7,1,0,2,5,0,0,93
Arunachal Pradesh,UPPER DIBANG VALLEY,1,1,0,0,0,1,0,0,0,1,0,0,0,0,15
Arunachal Pradesh,ZZ TOTAL,69,36,75,0,75,86,24,75,36,25,72,93,3,0,2776
Assam,BAKSA,42,3,20,0,20,46,3,11,0,7,23,9,0,0,768
Assam,BARPETA,46,18,148,0,148,348,20,31,236,168,230,341,0,0,8597
Assam,BIEO,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
Assam,BONGAIGAON,20,2,68,0,68,95,7,8,22,15,39,4,0,0,1565
Assam,C.I.D.,1,0,0,0,0,0,0,0,0,2,37,0,0,0,58
Assam,CACHAR,59,3,79,0,79,221,12,17,226,54,97,25,0,0,4880
Assam,CHIRANG,33,0,30,0,30,50,2,10,35,10,33,21,0,0,763
Assam,DARRANG,35,0,92,0,92,145,6,13,66,44,118,239,0,0,2459
Assam,DHEMAJI,22,17,42,0,42,70,12,24,24,22,47,77,0,0,1397
Assam,DHUBRI,62,48,190,0,190,350,43,30,698,183,303,452,11,0,6857
Assam,DIBRUGARH,80,7,65,0,65,108,11,34,16,110,41,151,0,0,3529
Assam,G.R.P.,13,0,0,0,0,6,1,5,9,1,2,0,0,0,317
Assam,GOALPARA,70,67,73,0,73,103,18,23,112,0,79,89,0,0,2322
Assam,GOLAGHAT,63,42,85,0,85,181,8,51,25,28,50,76,0,0,2844
Assam,GUWAHATI CITY,61,20,103,0,103,432,10,244,52,176,476,207,0,0,12162
Assam,HAILAKANDI,14,0,60,0,60,71,1,8,112,16,52,7,0,0,1414
Assam,HAMREN,11,0,14,0,14,9,0,1,2,6,1,0,0,0,248
Assam,JORHAT,67,18,79,0,79,160,2,33,25,73,166,117,0,0,3478
Assam,KAMRUP,41,17,66,0,66,154,3,24,97,77,62,86,0,0,3310
Assam,KARBI ANGLONG,23,15,8,0,8,43,7,9,25,21,15,16,0,0,637
Assam,KARIMGANJ,39,11,44,0,44,108,12,10,67,22,46,9,0,0,2411
Assam,KOKRAJHAR,49,18,32,0,32,79,5,7,86,25,39,32,0,2,1448
Assam,LAKHIMPUR,44,13,59,0,59,123,1,6,25,21,42,55,0,0,2281
Assam,MORIGAON,20,25,76,0,76,123,1,12,83,6,71,45,0,0,1879
Assam,N.C.HILLS,13,10,5,0,5,24,0,1,1,0,6,0,0,0,265
Assam,NAGAON,96,87,190,0,190,438,34,160,257,137,165,103,3,0,7393
Assam,NALBARI,27,7,44,0,44,90,5,25,25,30,48,84,0,0,2050
Assam,R.P.O.,4,0,9,0,9,3,2,0,4,4,9,0,0,0,85
Assam,SIBSAGAR,78,48,60,0,60,179,1,40,30,23,123,53,0,0,3373
Assam,SONITPUR,94,30,99,0,99,205,11,23,47,84,87,34,0,0,4159
Assam,STF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Assam,TINSUKIA,84,30,77,0,77,201,4,48,0,74,23,34,0,0,3104
Assam,UDALGURI,43,23,20,0,20,57,4,15,22,26,28,43,0,0,1113
Assam,ZZ TOTAL,1354,579,1937,0,1937,4222,246,923,2429,1472,2558,2409,14,2,87186
Bihar,ARARIA,51,36,52,0,52,90,10,25,235,30,14,10,0,5,2813
