STATE/UT,DISTRICT,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,DACOITY,ROBBERY,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
KERALA,KANNUR,26,58,42,0,42,7,1,18,831,17,183,77,7,0,5888
KERALA,KASARGOD,18,23,28,0,28,1,32,9,683,11,55,0,0,0,3116
KERALA,KOLLAM,41,65,55,0,55,9,13,62,575,16,120,235,0,0,9282
KERALA,KOTTAYAM,34,26,22,0,22,12,2,54,347,25,252,125,8,0,7082
KERALA,KOZHIKODE,34,35,39,0,39,10,28,15,1127,26,302,118,8,0,8394
KERALA,MALAPPURAM,23,33,71,0,71,4,6,11,663,40,211,92,3,0,7428
KERALA,PALAKKAD,45,57,63,0,63,10,11,30,608,66,159,112,10,0,6516
KERALA,PATHANAMTHITTA,20,13,12,0,12,0,1,7,224,10,65,90,3,0,4100
KERALA,RAILWAYS,0,0,1,0,1,0,0,2,39,0,1,0,0,0,289
KERALA,THRISSUR,42,79,42,0,42,9,14,82,577,40,390,223,16,0,10465
KERALA,TRIVANDRUM,53,79,57,0,57,21,32,104,892,35,394,345,2,0,11368
KERALA,WAYANADU,15,11,35,0,35,1,5,8,190,29,90,56,3,0,2086
KERALA,TOTAL,472,615,562,0,562,97,176,517,8108,428,2756,1942,81,0,103847
MADHYA PRADESH,BALAGHAT,56,43,87,0,87,11,0,7,42,10,10,157,12,0,2925
MADHYA PRADESH,BARWANI,41,30,34,0,34,2,2,18,35,6,5,81,9,0,2008
MADHYA PRADESH,BETUL,56,48,95,0,95,16,0,18,9,6,15,135,4,0,2637
MADHYA PRADESH,BHIND,63,97,31,0,31,20,3,28,99,9,28,80,2,0,3361
MADHYA PRADESH,BHOPAL,61,109,106,0,106,48,8,99,77,33,192,252,56,0,13708
MADHYA PRADESH,BHOPAL RLY.,5,3,1,0,1,2,1,25,3,0,8,10,3,0,1036
MADHYA PRADESH,CHHATARPUR,54,72,65,0,65,23,4,42,104,0,36,193,10,0,3361
MADHYA PRADESH,CHHINDWARA,78,51,93,0,93,16,0,18,26,16,67,203,32,0,3672
MADHYA PRADESH,DAMOH,43,78,66,0,66,10,3,24,54,3,18,189,0,0,2879
MADHYA PRADESH,DATIYA,53,55,12,0,12,8,3,26,30,1,8,57,0,0,1866
MADHYA PRADESH,DEWAS,50,112,78,0,78,11,10,67,119,16,22,279,80,0,5039
MADHYA PRADESH,DHAR,89,99,68,0,68,18,6,35,48,33,25,168,21,0,4910
MADHYA PRADESH,DINDORI,13,4,20,0,20,2,0,2,6,5,6,53,6,0,821
MADHYA PRADESH,GUNA,71,72,124,0,124,15,9,50,171,14,27,317,22,0,6001
MADHYA PRADESH,GWALIOR,84,168,59,0,59,22,4,144,170,22,81,139,8,0,6846
MADHYA PRADESH,HARDA,14,12,28,0,28,2,1,3,23,0,9,35,0,0,746
MADHYA PRADESH,HOSHANGABAD,53,57,65,0,65,13,0,31,33,8,25,109,6,0,2741
MADHYA PRADESH,INDORE,111,133,84,0,84,35,5,112,129,59,149,215,63,0,13063
MADHYA PRADESH,INDORE RLY.,6,4,2,0,2,0,0,7,2,0,5,5,1,0,353
MADHYA PRADESH,JABALPUR,103,167,108,0,108,20,0,126,112,14,40,264,50,0,8333
MADHYA PRADESH,JABALPUR RLY.,3,0,0,0,0,0,0,15,1,2,2,4,0,0,359
MADHYA PRADESH,JHABUA,124,119,44,0,44,80,5,20,74,5,10,127,4,0,3416
MADHYA PRADESH,KATNI,51,37,25,0,25,3,0,29,33,1,26,106,12,0,2285
MADHYA PRADESH,KHANDWA,41,46,63,0,63,12,5,11,64,9,44,184,15,0,3911
MADHYA PRADESH,KHARGON,47,41,47,0,47,14,5,21,80,16,16,164,29,0,3499
MADHYA PRADESH,MANDLA,35,13,64,0,64,9,2,11,18,2,29,151,19,0,2122
MADHYA PRADESH,MANDSAUR,28,33,41,0,41,8,3,32,56,14,27,102,11,0,2616
MADHYA PRADESH,MORENA,63,99,35,0,35,18,16,76,198,4,13,77,2,0,5229
MADHYA PRADESH,NARSINGHPUR,38,49,70,0,70,4,1,11,32,1,10,156,16,0,2311
MADHYA PRADESH,NEEMUCH,17,18,37,0,37,7,5,15,65,24,32,83,18,0,2208
MADHYA PRADESH,PANNA,24,26,44,0,44,10,1,10,54,1,10,104,2,0,1921
MADHYA PRADESH,RAISEN,39,79,79,0,79,9,5,27,59,6,7,194,31,0,3009
MADHYA PRADESH,RAJGARH,42,68,95,0,95,9,4,35,161,7,13,196,26,0,3718
MADHYA PRADESH,RATLAM,58,60,70,0,70,13,5,54,42,13,37,125,28,0,3342
MADHYA PRADESH,REWA,53,54,31,0,31,18,6,67,149,1,23,105,2,0,4603
MADHYA PRADESH,SAGAR,84,122,141,0,141,16,4,53,151,10,56,509,0,0,7681
MADHYA PRADESH,SATNA,49,48,58,0,58,5,3,52,87,4,12,157,6,0,4763
MADHYA PRADESH,SEONI,40,25,52,0,52,2,1,6,49,8,19,106,23,0,2143
MADHYA PRADESH,SHAHDOL,57,28,63,0,63,13,2,34,44,17,19,216,3,0,4162
MADHYA PRADESH,SHAJAPUR,42,46,90,0,90,8,1,47,92,11,28,153,36,0,3663
MADHYA PRADESH,SHEOPUR,24,30,21,0,21,3,4,10,38,7,8,52,0,0,1053
MADHYA PRADESH,SHIVPURI,88,63,72,0,72,11,5,48,140,11,27,172,2,0,4321
MADHYA PRADESH,SIDHI,36,21,42,0,42,30,9,15,33,2,25,105,2,0,3508
MADHYA PRADESH,SIHORE,35,54,59,0,59,27,1,19,53,17,26,130,17,0,3389
MADHYA PRADESH,TIKAMGARH,53,46,86,0,86,4,6,46,90,0,12,177,2,0,3078
MADHYA PRADESH,UJJAIN,84,163,59,0,59,33,6,79,133,24,64,161,33,0,7641
MADHYA PRADESH,UMARIYA,19,12,25,0,25,2,2,19,30,4,16,61,5,0,1849
MADHYA PRADESH,VIDISHA,47,56,112,0,112,6,0,20,77,5,26,245,22,0,3635
MADHYA PRADESH,TOTAL,2425,2870,2851,0,2851,668,166,1764,3395,481,1413,7063,751,0,181741
MAHARASHTRA,AHMEDNAGAR,97,41,44,0,44,25,20,104,266,37,59,74,2,0,4391
MAHARASHTRA,AKOLA,64,41,15,0,15,14,9,41,99,15,59,109,7,0,4020
MAHARASHTRA,AMRAVATI COMMR.,44,29,23,0,23,23,10,48,95,10,41,43,26,0,2837
MAHARASHTRA,AMRAVATI RURAL,72,23,42,0,42,25,1,36,112,12,31,99,38,0,3655
MAHARASHTRA,AURANGABAD COMMR.,36,27,14,0,14,14,3,40,130,26,108,33,12,0,2351
MAHARASHTRA,AURANGABAD RURAL,61,12,28,0,28,6,14,49,139,13,35,53,12,0,2708
MAHARASHTRA,BEED,68,43,22,0,22,15,16,62,272,14,41,78,15,0,3644
MAHARASHTRA,BHANDARA,32,22,39,0,39,1,2,15,63,12,19,71,37,0,2252
MAHARASHTRA,BULDHANA,49,32,22,0,22,18,11,27,246,17,46,118,21,0,3701
MAHARASHTRA,CHANDRAPUR,49,26,43,0,43,7,8,36,110,21,35,102,28,0,3123
MAHARASHTRA,DHULE,48,25,16,0,16,6,7,13,86,20,36,17,8,0,2040
MAHARASHTRA,GADCHIROLI,47,24,27,0,27,6,11,15,28,3,12,55,17,0,1364
MAHARASHTRA,GONDIA,41,17,23,0,23,17,4,13,20,18,30,85,22,0,2006
MAHARASHTRA,HINGOLI,36,27,20,0,20,8,4,39,96,6,20,44,4,0,1841
MAHARASHTRA,JALGAON,83,44,19,0,19,12,16,30,157,41,119,76,31,0,4014
MAHARASHTRA,JALNA,43,24,16,0,16,8,13,46,120,13,38,56,7,0,2529
MAHARASHTRA,KOLHAPUR,54,33,26,0,26,13,11,32,129,35,71,46,7,0,3162
MAHARASHTRA,LATUR,42,17,7,0,7,22,3,31,211,20,45,50,7,0,3044
MAHARASHTRA,MUMBAI,295,200,127,0,127,12,61,406,196,393,1270,274,44,0,28968
MAHARASHTRA,MUMBAI RLY.,12,9,2,0,2,0,0,29,13,26,34,5,0,0,2023
MAHARASHTRA,NAGPUR COMMR.,112,70,39,0,39,51,14,171,235,74,263,75,56,0,9912
MAHARASHTRA,NAGPUR RLY.,12,1,2,0,2,0,6,20,18,5,7,4,0,0,1056
MAHARASHTRA,NAGPUR RURAL,101,56,81,0,81,16,7,58,180,27,37,131,294,0,5680
MAHARASHTRA,NANDED,80,66,23,0,23,36,21,93,217,40,128,85,22,0,5348
MAHARASHTRA,NANDURBAR,44,20,16,0,16,6,4,5,80,12,13,27,1,0,1079
MAHARASHTRA,NASIK COMMR.,25,14,9,0,9,9,7,16,139,18,61,19,2,0,2195
MAHARASHTRA,NASIK RURAL,92,54,39,0,39,10,40,36,518,57,54,74,37,0,4880
MAHARASHTRA,NAVI MUMBAI,34,18,17,0,17,7,15,62,80,88,148,23,5,0,3063
MAHARASHTRA,OSMANABAD,48,13,16,0,16,7,8,29,101,17,34,52,6,0,2702
MAHARASHTRA,PARBHANI,49,28,25,0,25,16,5,43,148,14,42,57,10,0,2475
MAHARASHTRA,PUNE COMMR.,71,44,56,0,56,28,14,98,903,84,347,54,105,1,8936
MAHARASHTRA,PUNE RLY.,4,1,0,0,0,0,1,4,3,1,3,3,0,0,386
MAHARASHTRA,PUNE RURAL,119,41,42,0,42,17,23,70,150,35,46,64,11,0,4380
MAHARASHTRA,RAIGAD,53,11,20,0,20,1,13,27,104,16,44,29,7,0,2218
MAHARASHTRA,RATNAGIRI,17,5,10,0,10,4,3,14,69,18,20,32,19,0,1431
MAHARASHTRA,SANGLI,85,24,32,0,32,8,8,27,128,31,55,54,22,0,2999
MAHARASHTRA,SATARA,57,19,32,0,32,7,6,20,93,43,91,49,9,0,3465
MAHARASHTRA,SINDHUDURG,14,4,7,0,7,2,1,4,17,12,13,20,13,0,821
MAHARASHTRA,SOLAPUR COMMR.,30,14,16,0,16,11,7,32,70,7,49,15,4,0,1567
MAHARASHTRA,SOLAPUR RURAL,101,30,35,0,35,14,19,29,162,33,30,40,12,0,3145
MAHARASHTRA,THANE COMMR.,133,81,39,0,39,37,27,146,223,76,477,69,43,0,6616
MAHARASHTRA,THANE RURAL,140,33,65,0,65,16,40,53,148,45,83,76,25,0,3780
MAHARASHTRA,WARDHA,60,25,35,0,35,12,6,20,174,15,29,98,35,0,3443
MAHARASHTRA,WASHIM,29,21,15,0,15,13,7,17,65,5,5,60,10,0,1826
MAHARASHTRA,YAVATMAL,56,45,56,0,56,31,3,33,106,17,45,125,27,0,4157
MAHARASHTRA,TOTAL,2839,1454,1302,0,1302,611,529,2239,6719,1542,4273,2823,1120,1,171233
MANIPUR,BISHNUPUR,29,25,1,0,1,3,3,2,11,3,3,0,0,0,226
MANIPUR,CHANDEL,7,7,0,0,0,1,16,4,0,1,1,0,0,0,74
MANIPUR,CHURACHANDPUR,35,21,1,0,1,0,0,0,0,0,3,0,0,0,132
MANIPUR,IMPHAL(EAST),29,29,7,0,7,6,0,1,24,6,16,2,0,0,337
MANIPUR,IMPHAL(WEST),44,42,7,0,7,37,1,2,83,18,25,17,0,0,1084
MANIPUR,SENAPATI,27,10,0,0,0,0,0,1,2,3,1,0,0,0,176
MANIPUR,TAMENGLONG,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14
MANIPUR,THOUBAL,32,32,4,0,4,14,0,6,11,2,17,1,0,0,403
MANIPUR,UKHRUL,4,1,0,0,0,1,0,3,0,0,0,1,0,0,43
MANIPUR,TOTAL,209,168,20,0,20,62,20,19,131,33,66,21,0,0,2489
MEGHALAYA,GARO HILLS EAST,16,9,2,0,2,0,7,14,1,2,1,2,0,0,134
MEGHALAYA,GARO HILLS SOUTH,6,3,1,0,1,0,3,4,1,0,0,0,0,0,49
MEGHALAYA,GARO HILLS WEST,19,3,5,0,5,0,9,4,3,0,4,8,0,0,235
MEGHALAYA,JAINTIA HILLS,35,3,7,0,7,4,17,7,1,2,2,3,0,0,214
MEGHALAYA,KHASI HILLS EAST,50,25,5,0,5,5,27,68,2,15,18,8,0,0,754
MEGHALAYA,KHASI HILLS WEST,16,2,4,0,4,0,19,16,0,0,1,2,0,0,125
MEGHALAYA,RI-BHOI,22,2,2,0,2,2,15,12,0,0,3,2,0,0,176
MEGHALAYA,TOTAL,164,47,26,0,26,11,97,125,8,19,29,25,0,0,1687
MIZORAM,AIZAWL,12,6,26,0,26,0,0,8,1,16,45,13,0,0,1126
MIZORAM,CHAMPHAI,2,1,7,0,7,0,0,0,0,2,8,7,0,0,203
MIZORAM,KOLASIB,3,1,6,0,6,0,0,0,1,4,5,15,0,0,216
MIZORAM,LAWNGTLAI,2,0,2,0,2,0,1,0,0,0,2,0,0,0,160
MIZORAM,LUNGLEI,5,4,3,0,3,0,1,0,0,1,5,11,0,0,229
MIZORAM,MAMIT,4,0,0,0,0,0,1,13,1,0,0,0,0,2,74
MIZORAM,SAIHA,2,2,3,0,3,0,0,1,0,0,6,6,0,0,182
MIZORAM,SERCHHIP,1,1,5,0,5,1,0,1,0,0,0,0,0,1,56
MIZORAM,TOTAL,31,15,52,0,52,1,3,23,3,23,71,52,0,3,2246
NAGALAND,DIMAPUR,36,5,4,0,4,4,4,89,0,10,7,0,0,0,464
NAGALAND,KIPHIRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
NAGALAND,KOHIMA,25,16,6,0,6,0,2,19,0,7,16,6,0,0,335
NAGALAND,MOKOKCHUNG,12,2,1,0,1,0,1,5,0,0,3,0,0,0,93
NAGALAND,MON,3,3,2,0,2,2,1,5,0,1,2,0,0,0,57
NAGALAND,PEREN,0,2,0,0,0,0,0,1,0,0,1,0,0,0,28
NAGALAND,PHEK,7,4,1,0,1,0,2,2,0,0,0,0,0,0,51
NAGALAND,TUENSANG,1,3,0,0,0,0,1,2,0,2,2,0,0,0,41
NAGALAND,WOKHA,12,3,1,0,1,0,0,3,2,0,1,0,0,0,93
NAGALAND,ZUNHEBOTO,4,1,2,0,2,0,0,3,0,0,2,0,0,0,54
NAGALAND,TOTAL,101,39,17,0,17,6,11,129,2,20,34,6,0,0,1234
ODISHA,ANGUL,39,27,33,0,33,5,3,19,62,10,26,90,0,0,1461
ODISHA,BALASORE,17,10,58,0,58,32,12,43,76,10,27,92,9,0,2341
ODISHA,BARAGARH,23,36,19,0,19,8,0,25,80,6,16,41,2,0,1244
ODISHA,BERHAMPUR,23,52,10,0,10,10,7,54,41,13,19,41,6,0,1270
ODISHA,BHADRAK,27,10,35,0,35,18,2,16,53,9,11,29,5,0,1354
ODISHA,BOLANGIR,32,10,19,0,19,16,3,20,51,8,38,91,11,0,1323
ODISHA,BOUDH,9,6,6,0,6,5,0,5,24,3,4,21,3,0,415
ODISHA,CUTTACK,35,143,34,0,34,33,21,121,33,27,105,42,1,0,4258
ODISHA,DEOGARH,16,2,8,0,8,4,3,7,17,1,2,33,0,0,363
ODISHA,DHENKANAL,25,30,15,0,15,7,2,26,55,8,18,82,5,0,1156
ODISHA,GAJAPATI,19,7,10,0,10,3,2,1,16,2,13,13,2,0,433
ODISHA,GANJAM,58,92,22,0,22,10,8,31,64,9,14,102,6,0,1790
ODISHA,JAGATSINGHPUR,26,21,12,0,12,16,9,31,23,6,7,13,2,0,1314
ODISHA,JAJPUR,21,16,24,0,24,14,2,30,21,2,9,16,3,0,1522
ODISHA,JHARSUGUDA,15,29,12,0,12,5,4,12,6,6,11,39,1,0,750
ODISHA,KALAHANDI,29,34,30,0,30,17,1,34,91,5,12,22,5,0,1269
ODISHA,KANDHAMAL,24,10,34,0,34,25,2,19,44,11,8,95,15,0,1000
ODISHA,KENDRAPARA,24,36,11,0,11,15,4,21,16,6,10,66,176,0,1057
ODISHA,KEONJHAR,62,31,38,0,38,19,4,16,55,12,17,127,16,0,1922
ODISHA,KHURDA,46,85,65,0,65,32,24,151,86,27,126,28,9,0,5076
ODISHA,KORAPUT,39,30,38,0,38,13,4,16,64,11,31,56,124,0,1563
ODISHA,MALKANGIR,36,27,14,0,14,5,10,8,23,3,6,27,0,0,496
ODISHA,MAYURBHANJ,74,45,77,0,77,31,16,39,44,19,22,141,0,0,2029
ODISHA,NAYAGARH,26,43,17,0,17,18,3,19,37,2,9,11,3,0,852
ODISHA,NOWRANGPUR,19,22,13,0,13,3,13,14,74,4,3,41,7,0,687
ODISHA,NUAPADA,13,2,9,0,9,2,0,11,22,7,5,16,5,0,466
ODISHA,PURI,25,96,41,0,41,24,11,33,38,12,24,13,0,0,2202
ODISHA,RAYAGADA,35,17,9,0,9,0,4,3,64,4,11,33,2,0,850
ODISHA,ROURKELA,20,22,12,0,12,6,7,21,11,4,21,35,13,0,1213
ODISHA,SAMBALPUR,39,90,18,0,18,9,9,50,56,25,25,82,9,0,2159
ODISHA,SONEPUR,9,20,8,0,8,4,0,6,17,4,9,28,4,0,444
ODISHA,SRP(CUTTACK),3,3,1,0,1,3,2,8,1,2,2,5,4,0,461
ODISHA,SRP(ROURKELA),7,1,2,0,2,3,2,10,7,0,1,2,0,0,269
ODISHA,SUNDARGARH,72,46,36,0,36,19,5,38,54,7,19,82,10,0,1652
ODISHA,TOTAL,987,1151,790,0,790,434,199,958,1426,285,681,1655,458,0,46661
PUNJAB,AMRITSAR,36,43,9,0,9,26,0,6,0,23,121,9,0,0,1244
PUNJAB,BARNALA,15,29,12,0,12,13,0,0,0,6,48,13,0,0,501
PUNJAB,BATALA,18,24,8,0,8,4,1,2,0,3,44,1,0,0,393
PUNJAB,BHATINDA,25,38,13,0,13,9,2,1,0,19,164,15,0,0,1080
PUNJAB,FARIDKOT,12,7,6,0,6,7,3,1,0,8,46,11,0,0,463
PUNJAB,FATEHGARH SAHIB,16,23,11,0,11,6,0,5,0,16,44,4,1,0,671
PUNJAB,FEROZEPUR,50,53,22,0,22,7,0,5,0,42,87,17,0,0,1110
PUNJAB,G.R.P,10,0,0,0,0,0,0,3,0,4,81,1,0,0,482
PUNJAB,GURDASPUR,22,20,12,0,12,14,1,4,0,11,31,4,0,0,580
PUNJAB,HOSHIARPUR,47,30,19,0,19,13,7,10,0,16,120,13,0,0,1237
PUNJAB,JAGRAON,27,33,19,0,19,11,1,5,0,11,29,3,2,0,633
PUNJAB,JALANDHAR,74,72,21,0,21,49,1,6,0,25,271,16,2,0,2461
PUNJAB,KAPURTHALA,20,24,8,0,8,9,2,5,0,1,140,20,0,0,755
PUNJAB,KHANNA,17,17,6,0,6,1,1,6,1,4,36,0,0,0,486
PUNJAB,LUDHIANA,74,68,38,0,38,46,6,23,0,41,437,46,13,0,3785
PUNJAB,MAJITHA,26,25,9,0,9,6,0,1,0,4,37,8,0,0,500
PUNJAB,MANSA,25,21,6,0,6,4,1,0,0,6,36,3,0,0,425
PUNJAB,MOGA,23,32,11,0,11,9,7,6,0,21,49,8,2,0,754
PUNJAB,MUKTSAR,19,27,3,0,3,2,1,1,0,13,36,2,0,0,432
PUNJAB,NAWAN SHAHR,17,19,11,0,11,8,2,5,0,3,80,8,0,0,612
PUNJAB,PATIALA,56,74,23,0,23,46,2,16,0,51,404,128,19,0,5973
PUNJAB,ROPAR,26,19,6,0,6,6,0,1,0,14,111,13,4,0,1278
PUNJAB,SANGRUR,46,45,15,0,15,18,4,13,0,18,111,18,4,0,1285
PUNJAB,TARN TARAN,37,46,10,0,10,10,3,6,0,8,58,11,0,0,634
PUNJAB,TOTAL,738,789,298,0,298,324,45,131,1,368,2621,372,47,0,27774
RAJASTHAN,AJMER,39,47,16,0,16,125,8,46,112,12,314,95,0,0,6618
RAJASTHAN,ALWAR,85,83,34,0,34,87,1,52,445,34,363,124,0,0,7023
RAJASTHAN,BANSWARA,40,24,90,0,90,59,4,23,427,8,54,112,1,0,3508
RAJASTHAN,BARAN,36,95,81,0,81,94,0,32,167,17,102,219,5,0,4333
RAJASTHAN,BARMER,11,26,13,0,13,14,0,12,67,7,62,71,0,0,2369
RAJASTHAN,BHARATPUR,75,98,48,0,48,103,3,41,445,37,304,77,0,0,7291
RAJASTHAN,BHILWARA,34,54,42,0,42,223,2,49,257,41,354,126,3,0,6335
RAJASTHAN,BIKANER,21,101,35,0,35,34,1,4,108,33,195,53,0,0,3952
RAJASTHAN,BUNDI,33,72,36,0,36,103,4,33,229,24,106,164,6,0,4078
RAJASTHAN,CHITTORGARH,41,59,67,0,67,169,5,47,507,39,283,112,5,0,7062
RAJASTHAN,CHURU,26,40,24,0,24,14,0,11,198,9,143,73,3,0,2880
RAJASTHAN,DAUSA,28,21,9,0,9,26,3,14,717,17,102,31,0,0,3546
RAJASTHAN,DHOLPUR,42,76,24,0,24,33,2,27,552,14,64,34,0,0,3096
RAJASTHAN,DUNGARPUR,31,9,17,0,17,50,0,8,207,16,40,56,0,0,1997
RAJASTHAN,G.R.P.,3,2,1,0,1,4,0,12,16,5,7,14,0,0,962
RAJASTHAN,GANGANAGAR,51,97,55,0,55,65,2,14,36,56,396,118,2,0,5610
RAJASTHAN,HANUMANGARH,56,83,35,0,35,22,2,12,135,29,290,98,0,0,3956
RAJASTHAN,JAIPUR,91,90,61,0,61,203,7,79,3181,217,1103,179,1,0,20604
RAJASTHAN,JAISALMER,9,0,2,0,2,7,0,4,28,6,30,21,0,0,1020
RAJASTHAN,JALORE,17,35,10,0,10,20,2,11,44,8,67,61,0,0,2507
RAJASTHAN,JHALAWAR,38,99,65,0,65,57,2,45,206,19,95,144,10,0,3533
RAJASTHAN,JHUNJHUNU,37,19,19,0,19,25,3,6,262,29,129,50,0,0,4102
RAJASTHAN,JODHPUR,30,79,20,0,20,53,1,43,172,81,450,128,3,1,6535
RAJASTHAN,KARAULI,35,0,21,0,21,50,0,12,134,14,63,37,0,0,2908
RAJASTHAN,KOTA,58,310,50,0,50,116,2,86,229,43,308,203,6,0,7383
RAJASTHAN,NAGAUR,48,17,22,0,22,34,2,23,57,18,164,65,0,0,4575
RAJASTHAN,PALI,43,53,25,0,25,61,0,14,138,66,185,115,2,0,4640
RAJASTHAN,RAJSAMAND,15,16,13,0,13,63,2,7,303,17,118,40,1,0,2872
RAJASTHAN,SAWAI MADHOPUR,23,19,19,0,19,42,1,31,180,10,125,49,0,0,3094
RAJASTHAN,SIKAR,46,31,13,0,13,22,0,14,941,21,207,28,0,0,4333
RAJASTHAN,SIROHI,31,35,22,0,22,19,0,16,104,33,73,29,0,0,2185
RAJASTHAN,TONK,19,32,17,0,17,50,1,19,175,17,117,84,6,0,3913
RAJASTHAN,UDAIPUR,67,101,43,0,43,118,0,42,435,29,231,68,2,0,6365
RAJASTHAN,TOTAL,1259,1923,1049,0,1049,2165,60,889,11214,1026,6644,2878,56,1,155185
SIKKIM,EAST,13,7,7,0,7,1,0,2,1,1,10,0,8,0,279
SIKKIM,NORTH,1,0,0,0,0,0,0,0,0,0,3,0,0,0,36
SIKKIM,SOUTH,4,3,1,0,1,0,0,0,0,0,0,0,4,0,79
SIKKIM,WEST,1,1,0,0,0,1,0,1,2,0,0,0,2,0,50
SIKKIM,TOTAL,19,11,8,0,8,2,0,3,3,1,13,0,14,0,444
TAMIL NADU,ARIYALUR,24,41,6,0,6,14,0,3,101,4,22,38,4,0,1754
TAMIL NADU,CHENGAI,78,98,20,0,20,8,9,52,119,12,96,58,8,0,7035
TAMIL NADU,CHENNAI,91,298,28,0,28,0,12,127,105,26,600,70,209,0,7292
TAMIL NADU,CHENNAI RLY.,5,1,0,0,0,0,1,8,15,0,7,5,0,0,493
TAMIL NADU,COIMBATORE RURAL,77,49,18,0,18,27,11,41,455,36,102,75,25,0,9115
TAMIL NADU,COIMBATORE URBAN,16,20,4,0,4,10,4,15,79,20,110,19,38,0,3490
TAMIL NADU,CUDDALORE,60,177,16,0,16,2,4,33,250,12,11,137,50,0,8018
TAMIL NADU,DHARMAPURI,88,88,17,0,17,30,7,22,433,6,33,65,8,0,5123
TAMIL NADU,DINDIGUL,72,74,14,0,14,35,4,13,69,7,24,48,11,5,4657
TAMIL NADU,ERODE,63,22,9,0,9,14,10,13,63,49,85,72,16,0,6631
TAMIL NADU,KANCHIPURAM,45,61,21,0,21,9,8,10,81,0,19,30,9,9,5840
TAMIL NADU,KANYAKUMARI,33,65,6,0,6,9,1,4,10,10,16,27,170,0,3732
TAMIL NADU,KARUR,28,12,4,0,4,8,4,9,30,7,15,21,2,0,2245
TAMIL NADU,MADURAI RURAL,64,51,13,0,13,23,13,42,286,24,59,52,8,0,4877
TAMIL NADU,MADURAI URBAN,34,53,2,0,2,18,5,33,90,11,296,20,52,0,4161
TAMIL NADU,NAGAPATTINAM,36,74,12,0,12,25,1,2,51,1,15,55,13,0,3724
TAMIL NADU,NAMAKKAL,36,31,7,0,7,16,1,6,56,0,15,39,13,0,2659
TAMIL NADU,NILGIRIS,16,15,8,0,8,5,0,5,39,0,10,6,5,0,1330
TAMIL NADU,PERAMBALUR,10,16,3,0,3,11,3,2,56,2,27,18,0,0,1100
TAMIL NADU,PUDUKOTTAI,30,30,5,0,5,24,2,5,198,3,8,32,4,0,3416
TAMIL NADU,RAMNATHAPURAM,33,52,13,0,13,17,3,4,205,7,24,59,12,0,3234
TAMIL NADU,SALEM RURAL,78,43,8,0,8,29,3,8,170,2,5,53,7,0,4225
TAMIL NADU,SALEM URBAN,12,14,2,0,2,10,3,20,42,9,49,7,13,0,1846
TAMIL NADU,SIVAGANGAI,26,51,5,0,5,10,4,10,88,8,22,17,2,0,3030
TAMIL NADU,THANJAVUR,49,74,0,0,0,34,3,16,150,6,33,53,46,0,3506
TAMIL NADU,THENI,16,17,4,0,4,7,5,9,69,4,58,29,8,0,2646
TAMIL NADU,THIRUNELVELI RURAL,74,124,57,0,57,53,3,27,97,16,51,155,62,0,6350
TAMIL NADU,THIRUNELVELI URBAN,12,49,3,0,3,10,2,10,8,6,5,2,21,0,1569
TAMIL NADU,THIRUVALLUR,34,56,16,0,16,11,2,11,201,5,28,70,17,0,3468
TAMIL NADU,THIRUVANNAMALAI,44,34,5,0,5,33,1,14,218,5,30,53,9,0,4749
TAMIL NADU,THIRUVARUR,31,56,7,0,7,26,0,6,59,1,15,50,18,0,3043
TAMIL NADU,THOOTHUGUDI,69,98,12,0,12,0,4,34,112,11,41,94,47,0,5290
TAMIL NADU,TRICHY RLY.,0,0,0,0,0,0,0,1,4,1,0,0,3,0,206
TAMIL NADU,TRICHY RURAL,52,40,6,0,6,17,1,0,55,4,14,22,5,0,3104
TAMIL NADU,TRICHY URBAN,24,19,5,0,5,6,0,6,10,7,58,9,51,0,2279
TAMIL NADU,VELLORE,78,56,13,0,13,0,10,25,440,15,55,54,16,0,7941
TAMIL NADU,VILLUPURAM,67,92,37,0,37,37,8,7,483,9,26,78,20,0,7120
TAMIL NADU,VIRUDHUNAGAR,57,53,17,0,17,19,6,19,199,14,55,81,10,0,4503
TAMIL NADU,TOTAL,1662,2204,423,0,423,607,158,672,5196,360,2139,1773,1012,14,154801
TRIPURA,DHALAI,35,0,11,0,11,0,1,4,15,0,1,4,0,0,205
TRIPURA,NORTH,38,11,29,0,29,11,4,19,29,1,3,16,0,0,566
TRIPURA,SOUTH,42,4,29,0,29,7,3,8,37,1,3,18,0,0,586
TRIPURA,WEST,125,10,33,0,33,17,18,32,57,2,10,20,0,0,1444
TRIPURA,TOTAL,240,25,102,0,102,35,26,63,138,4,17,58,0,0,2801
UTTAR PRADESH,AGRA,153,162,66,0,66,132,50,171,377,148,229,110,114,0,6662
UTTAR PRADESH,ALIGARH,229,242,50,0,50,78,39,182,366,120,145,90,54,0,4688
